timestamp,tvl,revenue,rr,apr
4/19/2021,9123.7530980111,7752.70457694424,0.8497275730350773,310.1505641578032
4/20/2021,13007.182142634416,3621.547441703502,0.2784267493135919,101.62576349946106
4/22/2021,37409.88774678221,27294.436822366424,0.7296048843320612,266.3057827812023
4/23/2021,58406.971107013705,20137.066642856902,0.34477163018711604,125.84164501829736
4/24/2021,57425.006335100355,6.220077199238776,0.00010831652613047823,0.039535532037624554
4/25/2021,58617.429088222576,3.4681050631476387,0.000059165083100590144,0.021595255331715402
4/26/2021,79016.84699061813,17398.453770013664,0.22018663655459988,80.36812234242896
4/27/2021,80231.68281678711,32.18427961837699,0.00040114177452654624,0.14641674770218938
4/28/2021,79826.00408431161,1035.4299500116972,0.012971085824590242,4.734446325975439
4/29/2021,78929.51560473701,-66.71357790520261,-0.0008452297900735977,-0.3085088733768631
4/30/2021,82307.43290708291,-237.63204068434484,-0.0028871273503646784,-1.0538014828831077
5/1/2021,83623.11599552902,9.70196321696708,0.0001160201112032922,0.04234734058920166
5/2/2021,83001.1845180844,-39.50977263478391,-0.0004760145636978888,-0.17374531574972943
5/3/2021,83096.81154247769,-1254.045007523333,-0.015091373354106208,-5.508351274248765
5/4/2021,82108.91852580458,10.42665171558062,0.00012698561743087396,0.046349750362269
5/5/2021,89081.70459642798,36.32176985457683,0.0004077354605990922,0.14882344311866863
5/6/2021,35084.67662256354,-59617.863550583024,-1.6992564643517845,-620.2286094884014
5/7/2021,34058.972744421335,-5.351432133669871,-0.0001571225348993065,-0.05734972523824688
5/8/2021,33562.98635703865,9.356059104084114,0.00027876122239408566,0.10174784617384125
5/9/2021,33898.219451282326,3.5344045033474827,0.0001042651962421519,0.03805679662838545
5/10/2021,30602.71578314849,-298.0833667940127,-0.009740422023530131,-3.5552540385884974
5/11/2021,33253.007265673936,25.765385589837862,0.0007748287360594506,0.28281248866169945
5/12/2021,32263.129425255906,27.969753201959758,0.0008669262312807371,0.3164280744174691
5/13/2021,50968.647765831054,19877.20283289979,0.3899888206613419,142.3459195413898
5/14/2021,52087.31313576185,12.48166205340921,0.00023962960079888652,0.08746480429159358
5/15/2021,50047.93134211073,13.856965391608021,0.00027687388909017026,0.10105896951791214
5/16/2021,49162.78109900199,4.424528585704431,0.00008999752428151891,0.032849096362754404
5/17/2021,88443.24307582177,40747.448613106026,0.46071861677633785,168.16229512336332
5/18/2021,91226.70768465799,31.158963876290393,0.00034155528207810724,0.12466767795850915
5/20/2021,89546.63291002401,3104.4489824129814,0.03466851719072805,12.65400877461574
5/21/2021,81578.03943685556,3565.6344115105585,0.04370826310762828,15.953516034284322
5/24/2021,92681.219067396,1539.452611858918,0.016610189500630736,6.062719167730219
5/25/2021,94161.64595374417,81.41478137104464,0.0008646278487000824,0.31558916477553006
